,sensor_time,AverageFriction,AverageTorque,LockDegree,MaxLockPosition,MinLockPosition,PowerCurrent,PowerVoltage,ProdSpeed,Tboard,Tcpu,Tplate,Twindings,stsClosureOK
870523,2022-07-14 16:10:25,-328.33307692307693,2007.862925824176,10.546634615384615,190.9162087912088,170.9684065934066,7.106393442622951,396.3562295081968,26141.29557377049,24.146049382716047,23.40888888888889,22.64123456790124,26.015824915824915,22.126373626373628
870524,2022-07-14 16:10:26,-328.62076923076927,2007.854972527473,10.536346153846155,190.87637362637363,170.96978021978023,7.109508196721312,396.3472131147541,26153.668032786885,24.153796296296296,23.414259259259257,22.643796296296298,26.03168044077135,22.12087912087912
870525,2022-07-14 16:10:27,-328.90846153846155,2007.847019230769,10.526057692307694,190.83653846153845,170.97115384615384,7.112622950819673,396.3381967213115,26166.04049180328,24.16154320987654,23.41962962962963,22.64635802469136,26.04753596571778,22.115384615384613
870526,2022-07-14 16:10:28,-329.19615384615383,2007.839065934066,10.515769230769232,190.7967032967033,170.97252747252747,7.1157377049180335,396.32918032786887,26178.41295081967,24.16929012345679,23.425,22.64891975308642,26.063391490664216,22.10989010989011
870527,2022-07-14 16:10:29,-329.4838461538462,2007.8311126373628,10.50548076923077,190.7568681318681,170.9739010989011,7.118852459016393,396.3201639344263,26190.785409836066,24.177037037037035,23.43037037037037,22.651481481481483,26.07924701561065,22.10439560439561
870528,2022-07-14 16:10:30,-329.77153846153846,2007.8231593406597,10.495192307692308,190.71703296703296,170.97527472527472,7.121967213114754,396.3111475409836,26203.157868852457,24.18478395061728,23.43574074074074,22.654043209876544,26.09510254055709,22.0989010989011
870529,2022-07-14 16:10:31,-330.0592307692308,2007.815206043956,10.484903846153848,190.6771978021978,170.97664835164835,7.125081967213115,396.302131147541,26215.53032786885,24.19253086419753,23.44111111111111,22.65660493827161,26.11095806550352,22.09340659340659
870530,2022-07-14 16:10:32,-330.3469230769231,2007.8072527472527,10.474615384615385,190.63736263736263,170.978021978022,7.128196721311475,396.2931147540984,26227.902786885243,24.20027777777777,23.44648148148148,22.659166666666668,26.126813590449952,22.087912087912088
870531,2022-07-14 16:10:33,-330.6346153846154,2007.7992994505496,10.464326923076923,190.59752747252747,170.97939560439562,7.131311475409836,396.2840983606558,26240.27524590164,24.208024691358023,23.45185185185185,22.66172839506173,26.142669115396387,22.082417582417584
870532,2022-07-14 16:10:34,-330.9223076923077,2007.7913461538465,10.454038461538463,190.55769230769232,170.98076923076923,7.134426229508197,396.2750819672131,26252.647704918032,24.21577160493827,23.45722222222222,22.66429012345679,26.158524640342826,22.07692307692308
870533,2022-07-14 16:10:35,-331.21,2007.7833928571429,10.44375,190.51785714285717,170.98214285714286,7.1375409836065575,396.2660655737705,26265.020163934423,24.22351851851852,23.462592592592596,22.66685185185185,26.174380165289254,22.07142857142857
870534,2022-07-14 16:10:36,-331.4976923076923,2007.77543956044,10.43346153846154,190.478021978022,170.9835164835165,7.140655737704918,396.2570491803279,26277.392622950814,24.231265432098763,23.46796296296296,22.669413580246918,26.19023569023569,22.065934065934066
870535,2022-07-14 16:10:37,-331.7853846153846,2007.7674862637364,10.423173076923078,190.4381868131868,170.9848901098901,7.143770491803279,396.2480327868853,26289.765081967213,24.23901234567901,23.473333333333333,22.671975308641976,26.206091215182123,22.06043956043956
870536,2022-07-14 16:10:38,-332.07307692307694,2007.759532967033,10.412884615384616,190.39835164835165,170.98626373626374,7.14688524590164,396.2390163934426,26302.137540983604,24.246759259259257,23.4787037037037,22.67453703703704,26.22194674012856,22.05494505494505
870537,2022-07-14 16:10:39,-332.3607692307692,2007.7515796703296,10.402596153846154,190.3585164835165,170.98763736263737,7.15,396.23,26314.51,24.254506172839505,23.484074074074076,22.6770987654321,26.23780226507499,22.049450549450547
870538,2022-07-14 16:10:40,-332.6484615384616,2007.7436263736265,10.392307692307693,190.3186813186813,170.98901098901098,7.156333333333333,396.2221666666667,26339.85183333333,24.26225308641975,23.489444444444445,22.67966049382716,26.253657790021425,22.043956043956044
870539,2022-07-14 16:10:41,-332.93615384615384,2007.7356730769231,10.382019230769233,190.27884615384616,170.9903846153846,7.162666666666667,396.2143333333333,26365.193666666662,24.27,23.494814814814813,22.682222222222222,26.26951331496786,22.03846153846154
870540,2022-07-14 16:10:42,-333.2238461538461,2007.72771978022,10.37173076923077,190.23901098901095,170.99175824175825,7.1690000000000005,396.2065,26390.5355,24.277746913580245,23.500185185185185,22.684783950617284,26.28536883991429,22.032967032967036
870541,2022-07-14 16:10:43,-333.51153846153846,2007.7197664835169,10.361442307692307,190.19917582417585,170.99313186813188,7.175333333333334,396.19866666666667,26415.87733333333,24.28549382716049,23.505555555555556,22.687345679012346,26.30122436486073,22.02747252747253
870542,2022-07-14 16:10:44,-333.79923076923075,2007.7118131868133,10.351153846153847,190.15934065934067,170.9945054945055,7.181666666666667,396.1908333333333,26441.219166666662,24.29324074074074,23.510925925925925,22.689907407407407,26.31707988980716,22.021978021978025
870543,2022-07-14 16:10:45,-334.0869230769231,2007.70385989011,10.340865384615386,190.1195054945055,170.99587912087912,7.188000000000001,396.183,26466.561,24.300987654320984,23.516296296296296,22.69246913580247,26.3329354147536,22.01648351648352
870544,2022-07-14 16:10:46,-334.37461538461537,2007.6959065934063,10.330576923076924,190.07967032967036,170.99725274725276,7.194333333333334,396.17516666666666,26491.902833333334,24.308734567901237,23.521666666666665,22.69503086419753,26.34879093970003,22.01098901098901
870545,2022-07-14 16:10:47,-334.6623076923077,2007.6879532967037,10.320288461538462,190.03983516483515,170.99862637362637,7.200666666666667,396.1673333333334,26517.244666666666,24.31648148148148,23.52703703703704,22.697592592592592,26.364646464646466,22.005494505494504
870546,2022-07-14 16:10:48,-334.95,2007.68,10.31,190.0,171.0,7.207000000000001,396.1595,26542.5865,24.324228395061727,23.532407407407405,22.700154320987654,26.380501989592897,22.0
870547,2022-07-14 16:10:49,-299.32363636363635,2009.3772727272728,10.81,190.54545454545453,169.8181818181818,7.213333333333334,396.1516666666667,26567.928333333333,24.33197530864197,23.537777777777777,22.702716049382715,26.39635751453933,22.454545454545453
870548,2022-07-14 16:10:50,-287.68,2007.8166666666664,11.406666666666666,195.0,171.16666666666666,7.219666666666667,396.14383333333336,26593.270166666665,24.33972222222222,23.54314814814815,22.705277777777777,26.412213039485767,22.666666666666668
