,sensor_time,AverageFriction,AverageTorque,LockDegree,MaxLockPosition,MinLockPosition,PowerCurrent,PowerVoltage,ProdSpeed,Tboard,Tcpu,Tplate,Twindings,stsClosureOK
0,2022-07-04 14:21:42,-303.44,2008.82,10.79,190.0,170.0,0.6,395.76,0.0,22.0,22.0,22.0,22.058333333333334,23.0
1,2022-07-04 14:21:43,-309.074,2009.0381818181816,11.368181818181816,194.45454545454547,170.8181818181818,0.6567333333333333,395.6573333333333,228.092,23.804166666666667,24.027083333333334,25.09722222222222,24.645833333333336,22.727272727272727
2,2022-07-04 14:21:44,-315.6890909090909,2008.9030769230767,10.695,190.3846153846154,170.0,0.7134666666666667,395.55466666666666,456.184,25.60833333333333,26.054166666666667,28.194444444444446,27.23333333333333,23.307692307692307
3,2022-07-04 14:21:45,-270.78,2008.805,10.995,192.5,170.0,0.7702,395.452,684.2760000000001,27.4125,28.08125,31.291666666666668,29.820833333333336,24.0
4,2022-07-04 14:21:46,-271.9944444444444,2008.801574074074,10.988055555555556,192.4907407407408,170.05555555555554,0.8269333333333333,395.3493333333333,912.368,29.21666666666667,30.10833333333333,31.29068181818182,29.81974747474748,23.944444444444443
5,2022-07-04 14:21:47,-273.20888888888885,2008.798148148148,10.98111111111111,192.4814814814815,170.11111111111111,0.8836666666666666,395.2466666666666,1140.46,29.215675813008133,30.10736788617886,31.28969696969697,29.81866161616162,23.88888888888889
6,2022-07-04 14:21:48,-274.4233333333333,2008.7947222222224,10.974166666666664,192.47222222222223,170.16666666666666,0.9404,395.144,1368.552,29.2146849593496,30.10640243902439,31.28871212121212,29.81757575757576,23.83333333333333
7,2022-07-04 14:21:49,-275.6377777777777,2008.7912962962964,10.96722222222222,192.46296296296296,170.22222222222223,0.9971333333333332,395.0413333333333,1596.644,29.21369410569105,30.105436991869915,31.28772727272728,29.816489898989904,23.77777777777778
8,2022-07-04 14:21:50,-276.8522222222222,2008.7878703703705,10.960277777777778,192.4537037037037,170.27777777777777,1.0538666666666665,394.9386666666667,1824.736,29.21270325203252,30.104471544715445,31.286742424242423,29.815404040404044,23.72222222222222
9,2022-07-04 14:21:51,-278.06666666666666,2008.7844444444445,10.953333333333331,192.44444444444449,170.33333333333334,1.1105999999999998,394.836,2052.828,29.211712398373987,30.10350609756097,31.28575757575757,29.814318181818184,23.666666666666668
10,2022-07-04 14:21:52,-279.2811111111111,2008.7810185185183,10.946388888888889,192.4351851851852,170.38888888888889,1.1673333333333331,394.73333333333335,2280.92,29.210721544715447,30.102540650406503,31.284772727272728,29.813232323232327,23.61111111111111
11,2022-07-04 14:21:53,-280.49555555555554,2008.7775925925928,10.939444444444444,192.42592592592592,170.44444444444446,1.2240666666666666,394.6306666666667,2509.012,29.20973069105691,30.10157520325203,31.28378787878788,29.812146464646467,23.55555555555556
12,2022-07-04 14:21:54,-281.71,2008.7741666666664,10.9325,192.41666666666663,170.5,1.2808,394.528,2737.1040000000003,29.208739837398376,30.10060975609756,31.282803030303032,29.811060606060607,23.5
13,2022-07-04 14:21:55,-282.9244444444444,2008.7707407407408,10.925555555555556,192.40740740740745,170.55555555555554,1.3375333333333332,394.4253333333333,2965.1960000000004,29.20774898373984,30.099644308943088,31.28181818181818,29.80997474747475,23.444444444444443
14,2022-07-04 14:21:56,-284.13888888888886,2008.7673148148149,10.91861111111111,192.39814814814807,170.61111111111111,1.3942666666666668,394.3226666666666,3193.288,29.2067581300813,30.098678861788617,31.280833333333334,29.80888888888889,23.38888888888889
15,2022-07-04 14:21:57,-285.3533333333333,2008.763888888889,10.911666666666664,192.38888888888889,170.66666666666666,1.451,394.22,3421.38,29.205767276422765,30.097713414634143,31.27984848484849,29.807803030303035,23.33333333333333
16,2022-07-04 14:21:58,-286.56777777777774,2008.760462962963,10.90472222222222,192.3796296296296,170.72222222222223,1.5077333333333334,394.1173333333333,3649.472,29.20477642276423,30.096747967479672,31.27886363636364,29.80671717171717,23.27777777777778
17,2022-07-04 14:21:59,-287.78222222222223,2008.757037037037,10.897777777777778,192.3703703703704,170.77777777777777,1.564466666666667,394.0146666666666,3877.564,29.20378556910569,30.0957825203252,31.277878787878787,29.805631313131315,23.22222222222222
18,2022-07-04 14:22:00,-288.99666666666667,2008.7536111111112,10.890833333333331,192.36111111111111,170.83333333333334,1.6212,393.912,4105.656,29.202794715447155,30.09481707317073,31.27689393939394,29.80454545454546,23.166666666666668
19,2022-07-04 14:22:01,-290.2111111111111,2008.7501851851853,10.883888888888889,192.35185185185185,170.88888888888889,1.6779333333333333,393.8093333333333,4333.7480000000005,29.20180386178862,30.093851626016257,31.27590909090909,29.8034595959596,23.11111111111111
20,2022-07-04 14:22:02,-291.42555555555555,2008.7467592592595,10.876944444444444,192.34259259259252,170.94444444444446,1.7346666666666666,393.70666666666665,4561.84,29.200813008130083,30.092886178861782,31.274924242424245,29.80237373737374,23.05555555555556
21,2022-07-04 14:22:03,-292.64,2008.743333333333,10.87,192.3333333333333,171.0,1.7914,393.604,4789.932000000001,29.199822154471548,30.091920731707315,31.2739393939394,29.80128787878788,23.0
22,2022-07-04 14:22:04,-293.8544444444444,2008.739907407408,10.863055555555556,192.32407407407408,171.05555555555554,1.8481333333333327,393.5013333333333,5018.024,29.19883130081301,30.090955284552845,31.272954545454542,29.800202020202025,22.944444444444443
23,2022-07-04 14:22:05,-295.06888888888886,2008.7364814814807,10.85611111111111,192.3148148148148,171.11111111111111,1.9048666666666665,393.39866666666666,5246.116,29.19784044715448,30.08998983739837,31.2719696969697,29.799116161616165,22.88888888888889
